K45 50001 0210,3303 ULTIMATE WAY,Sold,False,2016,True,R,000000036020.00
K45 02511 0111,UNION RD,Yes,False,2004,False,R,000000000000.00
G27 18218 0012,1557 BLAIRWOOD AVE,Yes,False,2014,True,R,000000057030.00
G29 18204 0019,85 LANSDOWNE AVE,Yes,False,2014,False,R,000000000000.00
I39 00606 0030,MENTOR                     AVE,Yes,False,2013,True,R,000000000000.00
O67 18513 0076,325 CHELTENHAM DR,No,False,2016,True,R,000000105350.00
H33 01211 0001,4819 LIVE OAK DR,Yes,False,2006,False,R,000000012520.00
H33300921 0029,4066 WOLF RD,No,False,2016,True,R,000000022320.00
G29 18203A0052,227 LANSDOWNE AVE,Yes,False,2000,False,R,000000000000.00
F25 01305 0018,14230 EATON PIKE,No,False,2016,True,R,000000079520.00
H33 01208 0014,1446 HONEYBEE DR,Yes,False,1996,False,R,000000000000.00
K45 50001 0074,3135 CLOISTER LN,No,False,2016,True,R,000000026890.00
G27 18308 0098,21 BRICKER AVE,Yes,False,2009,False,R,000000000000.00
J44120913 0210,ELTER DR,Yes,False,2012,True,R,000000000000.00
J44226404 0012,S UNION RD,Yes,False,1996,False,R,000000000000.00
E21 17306 0167,OME AVE,Yes,False,2014,False,R,000000000000.00
E20 17102B0123,3737 PITTSBURG AVE,Yes,False,2010,False,R,000000000000.00
N64 02410 0067,4291 MEADOWCROFT RD,No,False,2016,True,R,000000073430.00
N64 01512 0021,3031 PURDUE RD,Yes,False,2008,False,R,000000043620.00
H33300811 0030,PENROD                     AVE,Yes,False,2005,False,R,000000000000.00
G27 01610 0087,6245 DERBY RD,Yes,False,2014,False,R,000000036560.00
B02 00303 0003,381 SCOTT AVE,Yes,False,2005,False,R,000000110890.00
K48 00707 0013,12 GRANTWOOD DR,Yes,False,2014,False,R,000000070700.00
H33 00312 0038,86 BROOKHAVEN DR,Yes,False,2012,True,R,000000027240.00
E21 01010 0010,2032 TITUS AVE,No,False,2016,True,R,000000025240.00
I39 00716 0041,2612 BUSHNELL AVE,Yes,False,2012,True,R,000000019660.00
J44120913 0004,3441 BEECHGROVE RD,Yes,False,2014,False,R,000000035710.00
G29 18202A0037,STRAND AVE,Yes,False,2014,True,R,000000000000.00
B02 01324 0009,E NATIONAL RD,Yes,False,2014,False,R,000000000000.00
E20 24111 0015,3706 COLUMBO CT,Yes,False,2011,False,R,000000018060.00
G27 18219 0018,5125 ALTRIM RD,Yes,True,2014,False,R,000000040950.00
G27 01704 0009,2934 S UNION RD,Yes,False,2005,False,R,000000001440.00
G27 18221 0023,1450 S UNION RD,Yes,False,2014,False,R,000000033390.00
J44120913 0104,4917 ELTER DR,Yes,True,2014,False,R,000000021270.00
H33 01405 0007,3612 CAMELOT RD,Yes,False,2014,False,R,000000067060.00
H33 02304 0078,7500 LITTLE RICHMOND RD,Yes,False,2014,False,R,000000037830.00
J44120913 0142,3400 COZY CAMP RD,Yes,False,2005,False,R,000000001400.00
E21 17604 0065,2208 RECTOR AVE,Yes,True,2014,True,R,000000019680.00
G28 18207 0010,112 LAWNCREST AVE,Yes,False,2015,True,R,000000018720.00
P70 00907 0001,4491 MAHLER DR,Yes,False,2014,False,R,000000027440.00
H33301009 0056,3593 MARLIN AVE,Yes,True,2012,True,R,000000029660.00
H33 02212 0005,4920 WOLF CREEK PIKE,Yes,False,2013,True,R,000000032600.00
H33 01402 0023,4618 STONEHEDGE ST,Yes,True,2014,False,R,000000079380.00
H33 01212 0035,1620 COURTER ST,Yes,False,2007,False,R,000000000000.00
E21 17307 0090,2624 OME AVE,Yes,False,2014,False,R,000000036800.00
H33 01201 0007,4793 MARBURN AVE,Yes,False,2008,False,R,000000020730.00
N64 00803 0119,2904 RUSHLAND DR,Yes,True,2014,False,R,000000026710.00
K46 00331 0110,420 FOURTH ST,Yes,False,2014,False,R,000000065820.00
O67 03607 0025,8815 YANKEE ST,Yes,False,2014,False,R,000000126290.00
G27 24506 0002,429 KNOX AVE,Sold,False,2016,True,R,000000000000.00
M60 00201 0007,379 W SALEM ST,Yes,False,2007,False,R,000000000000.00
H33201704 0017,7146 WENTWORTH WAY,Yes,False,2005,False,R,000000000000.00
I39 01211 0002,5653 CANDLELIGHT LN,No,False,2016,True,R,000000090160.00
L52 00217 0001,1623 DAYTON EATON PIKE,Yes,False,2013,True,R,000000050900.00
O68 50213 0070,843 CLARERIDGE LN,Sold,False,2014,False,R,000000036790.00
K45 51123 0059,2701 ALLISTER CIR,No,False,2016,True,R,000000066810.00
H33 00113 0019,30 STUBBS DR,Yes,True,2011,False,R,000000027710.00
E21 19003 0446,EARLWOOD DR,Yes,False,2012,False,R,000000000000.00
C08 00102 0023,21 W WALNUT ST,Yes,False,2014,False,R,000000030070.00
D14 00712 0024,14960 ST RT 725,Sold,False,2016,True,R,000000097530.00
N64 51445 0005,3140 GOVERNOR'S PLACE BLVD,Yes,False,2013,False,C,000000052290.00
I39 00616 0079,421 MARJORIE AVE,No,False,2016,True,R,000000040850.00
O68 01815 0023,9784 WINDING GREEN WAY,Yes,False,2014,False,R,000000162220.00
N64 00114 0012,121 SNOW HILL AVE,Yes,False,2014,False,R,000000128950.00
M57 00102 0006,316 MAIN ST,No,False,2016,True,R,000000061190.00
E20 17013 0011,4189 SAYLOR ST,No,False,2016,True,R,000000002970.00
H33 01201 0050,4783 GARDENDALE AVE,Yes,False,1996,False,R,000000000000.00
Q71 00601 0027,SOUTHVIEW RD,Yes,False,1996,False,R,000000000000.00
K45 23014 0037,2866 SILVERCLIFF DR,Yes,False,2014,False,R,000000060130.00
H33 00417 0049,2375 OLIVE RD,Yes,False,2014,False,A,000000000000.00
N64 04317 0046,586 COTTINGWOOD CT,No,False,2016,True,R,000000152040.00
H33301015 0009,4189 CURUNDU AVE,Yes,False,2014,False,R,000000024750.00
N64 01206 0036,3427 VALLEYWOOD DR,Yes,False,2014,False,R,000000046780.00
K46 00107 0003,341 MAIN ST,Yes,True,2012,True,R,000000115090.00
P70 01411 0010,5950 BAVARIA PL,Yes,True,2013,False,R,000000057670.00
H33300821 0092,236 MORGAN AVE,Yes,False,2009,False,R,000000006440.00
H33 02301 0139,4922 LITTLE RICHMOND RD,Yes,False,2009,False,R,000000025000.00
P70 03907 0001,5805 BELLEFONTAINE RD,Yes,True,2012,True,R,000000104150.00
G27 24603 0008,4712 BELCOURT DR,Yes,False,2014,True,R,000000061900.00
E20 17101B0113,2614 FALMOUTH AVE,Yes,False,2015,True,R,000000024910.00
H33300906 0008,CROWN AVE,Yes,False,1996,False,R,000000000000.00
E20 17101A0092,FALMOUTH AVE,Yes,False,1996,False,R,000000000000.00
E21 17410 0092,2565 ASHCRAFT RD,Yes,False,2013,True,I,000000036850.00
K46 01209 0024,40 HIGHPOINT DR,Yes,False,2014,False,R,000000060730.00
J44121002 0068,3222 OUTDOOR RD,No,False,2016,True,R,000000025210.00
J44121017 0021,2320 NED DR,No,False,2016,True,R,000000043200.00
K46 00403 0020,757 SEIBERT AVE,Yes,True,2012,False,R,000000027120.00
F24 00207 0003,425 AVON OAK CT,No,False,2016,True,R,000000047090.00
H33301011 0119,3978 MAYVIEW DR,Yes,True,2012,True,R,000000013950.00
E20 17102B0050,3753 DETROIT AVE,Yes,True,2013,True,R,000000039410.00
H33300821 0037,224 MILLER AVE,Yes,False,2012,True,R,000000004470.00
B02 00812 0005,1386 STONEY SPRINGS RD,No,False,2016,True,R,000000092840.00
H33 50302 0003,5067 WELL FLEET DR,Yes,False,2014,False,R,000000028120.00
E21 19003 0146,5151 BOXWOOD DR,Yes,True,2012,True,R,000000005550.00
E21 17207A0059,OTTELLO AVE,Yes,False,2003,False,R,000000000000.00
I39 00101 0008,1026 HARSHMAN RD,Yes,False,2014,False,R,000000017150.00
I39 01101 0023,5110 BAYSIDE DR,Yes,True,2013,True,R,000000038660.00
B02 01015 0032,2750 W NATIONAL RD,Yes,True,2012,True,C,000001994030.00
E21 17306 0187,NEVA DR,Yes,False,2006,False,R,000000000000.00
G27 01610 0084,6175 DAYTON LIBERTY RD,Yes,True,2013,False,R,000000041340.00
H33300813 0005,171 LENSDALE AVE,No,False,2016,True,R,000000019140.00
J44128203 0025,5009 PENSACOLA BLVD,Yes,False,2014,False,R,000000045260.00
G29 18205 0174,20 S NORTHAMPTON AVE,Yes,False,2014,False,R,000000011110.00
N64 00601 0017,212 SCHUYLER DR,Yes,False,2014,False,R,000000047350.00
G29 18205 0020,BRONSON ST,Yes,False,2011,False,R,000000000000.00
N64 01905 0003,3416 WILMINGTON PIKE,Yes,True,2013,True,C,000000045800.00
J44120914 0194,3513 CLEARVIEW RD,No,False,2016,True,R,000000013350.00
C06 00409 0044,10881 ARLINGTON RD,No,False,2016,True,R,000000077170.00
H33 01608 0016,3304 HAZELPARK PL,Sold,False,2011,False,R,000000072890.00
E21 19003 0479,EARLWOOD DR,Yes,False,2012,False,R,000000000000.00
E20 17101A0082,2544 GRANT AVE,Yes,False,2007,False,R,000000000000.00
H33300809 0063,272 LANSDOWNE AVE,No,False,2016,True,R,000000000000.00
N64 00308C0078,1479 CENTRAL PARK AVE,No,False,2016,True,R,000000000000.00
G29 18203 0028,TAFT AVE,Yes,False,1996,False,R,000000000000.00
H33 00108 0009,20 MARIO DR,Yes,False,2007,False,R,000000000000.00
P70 01307 0019,6875 SUMMERGREEN DR,No,False,2016,True,R,000000112020.00
H33301015 0059,4252 MELGROVE AVE,Yes,True,2014,True,R,000000023990.00
M60 03006 0001,10916 PUTNAM RD,Yes,False,2014,False,R,000000093330.00
J44 26413 0023,2801 W ENCRETE LN,Yes,False,2014,False,I,000014106700.00
J44120913 0172,CLEARVIEW RD,Yes,False,2006,False,R,000000000000.00
C06 00411 0090,7857 SWEET POTATO RIDGE RD,No,False,2016,True,C,000000158970.00
O67 50318 0043,8865 WASHINGTON COLONY DR,Yes,False,2014,False,R,000000037270.00
M58 00311 0017,109 TARA LN,Yes,True,2014,False,R,000000043860.00
E21 17207A0027,5002 WIRE DR,Yes,False,2007,False,R,000000016130.00
I39 00120 0092,4500 DERWENT DR,Yes,False,2012,True,R,000000039290.00
E20 01008 0031,601 NOTTINGHAM RD,Yes,False,2014,False,R,000000000000.00
K46 01503 0013,908 HIGHRIDGE CT,No,False,2016,True,R,000000100960.00
H33301004 0004,4567 N FAIRGREEN DR,Yes,True,2012,True,R,000000043240.00
E21 01010 0149,5442 FOSTER AVE,Yes,True,2013,False,R,000000022680.00
H33 00708 0001,2520 SHILOH SPRINGS RD,No,False,2016,True,C,000000023360.00
F24 00102 0153,308 CHURCH ST,No,False,2016,True,R,000000058880.00
F24 00101 0207,309 S CHURCH ST,Yes,False,2014,False,R,000000045790.00
K46 01509 0010,1075 WOODS VIEW CT,No,False,2016,True,R,000000206470.00
I39 00121 0014,4512 CLAREWOOD AVE,No,False,2016,True,R,000000040560.00
M58 00117 0010,WESTROCK FARM DR,Yes,False,2007,False,R,000000000000.00
G27 18309 0120,345 BRICKER AVE,Yes,False,2011,False,R,000000009040.00
E21 19003 0059,BOXWOOD DR,Yes,False,1998,False,R,000000000000.00
H33 00110 0024,139 STUBBS DR,Yes,True,2009,False,R,000000034890.00
K45 02614A0029,9116 S RIVER RD,Yes,False,2014,False,R,000000039940.00
H33301314 0012,3709 HERMOSA DR,Yes,False,2014,False,R,000000068260.00
N64 01907 0046,3136 HOBART AVE,No,False,2016,True,R,000000087550.00
I39 00203 0043,HARSHMAN RD,Yes,False,2014,False,C,000000213680.00
E21 17601 0062,2261 BLAKE AVE,Yes,True,2013,True,R,000000021040.00
O68 01204 0005,1235 1237 BLACK OAK DR,No,False,2016,True,R,000000134280.00
K48 00104 0106,5 9 N ELM ST,Yes,False,2014,False,C,000000116770.00
N64 00308 0005,2826 S DIXIE HWY,Yes,False,2014,False,R,000000000000.00
H33 00709 0001,500 S BROADWAY ST,No,False,2016,True,C,000000055550.00
E20 17105A0052,2210 ESMERALDA AVE,Yes,False,2008,False,R,000000022260.00
E21 17201A0020,3255 N DIXIE DR,Yes,False,2009,False,C,000000242710.00
E20 17402 0008,4470 WILLIAMSON DR,Yes,False,2014,False,R,000000013280.00
I39 00706 0042,627 ASPEN AVE,Yes,False,1999,False,R,000000000000.00
N64 00814 0053,907 FAIRACRES DR,No,False,2016,True,R,000000062000.00
F22 01512 0009,10380 FARMERSVILLE WEST CARROLLTON RD,Sold,False,2016,True,R,000000132470.00
K46 00327 0053,15 17 S MAIN ST,Yes,False,2014,False,C,000000109380.00
H33 00414 0013,750 REDWAY CIR,Yes,True,2013,True,R,000000053700.00
J44104110 0083,3680 PINNACLE RD,Yes,False,2014,False,C,000001138550.00
K46 00104 0002,720 PLUM ST,No,False,2016,True,R,000000058660.00
K45 28318 0002,CROSS VILLAGE DR,Yes,False,2014,False,C,000000221950.00
G29 18201 0006,5366 W THIRD ST,Yes,False,2012,True,C,000000010660.00
K46 00111 0037,1016 E PEARL ST,No,False,2016,True,R,000000047340.00
E21 17407 0078,2225 KILDARE AVE,No,False,2016,True,R,000000021990.00
H33301011 0064,3846 BRUMBAUGH BLVD,Yes,False,2009,False,R,000000023740.00
G27 18316 0039,4825 ERICSON AVE,Yes,False,2014,False,R,000000051190.00
N64 01207 0035,2005 PITTSFIELD ST,Yes,True,2014,True,R,000000042960.00
G29 01602 0097,106 DAVENPORT AVE,Yes,False,2011,False,R,000000006200.00
E21 17602 0001,CARDINAL AVE,Yes,False,2014,False,R,000000000000.00
G29 18201 0191,158 HOLLAND AVE,Yes,False,2005,False,R,000000000000.00
D13 00307 0015,WEAVER RD,No,False,2016,True,R,000000000000.00
O67 20218 0011,9635 QUAILWOOD TRL,Yes,True,2013,True,R,000000146630.00
O67 51411 0042,480 BETH PAGE CIR,No,False,2016,True,R,000000112890.00
E20 17007 0094,120 CASTLEWOOD AVE,Yes,False,2008,False,R,000000030630.00
E20 17005 0008,4248 N MAIN ST,Yes,False,2014,False,C,000000012750.00
M60 03102 0108,NATIONAL RD,Yes,False,2011,False,C,000000000000.00
H33 00000 8217,TROTWOOD CORP,Yes,False,2000,False,U,000000000000.00
O67 28807 0034,9441 SUGAR BEND TRL,No,False,2016,True,R,000000080180.00
H33 50302 0054,5123 WELL FLEET DR,No,False,2016,True,R,000000028120.00
K45 28308 0018,2460 WINDSOR VILLAGE DR,No,False,2016,True,R,000000092140.00
K46 00407 0026,1227 1233 CASE AVE,Yes,False,2014,False,C,000000079990.00
O67 50306 0010,8711 WASHINGTON COLONY DR,No,False,2016,True,R,000000062070.00
K46 00116 0006,1109 N ELEVENTH ST,Yes,True,2013,True,R,000000058780.00
G29 18204A0048,5678 W THIRD ST,Yes,False,2011,False,C,000000001810.00
P70 01923 0002,5836 OLD TROY PIKE,Yes,False,2011,False,C,000000108320.00
K46 01501 0007,1565 SHERWOOD FOREST DR,No,False,2016,True,R,000000113850.00
M58 00425 0014,220 JAY RD,No,False,2016,True,R,000000080070.00
O68 50915 0074,6600 GREEN BRANCH DR,Yes,False,2010,False,R,000000004220.00
E20 17004 0090,3818 3820 MERRIMAC AVE,No,False,2016,True,R,000000039640.00
E20 17412 0002,4478 WOLF RD,No,False,2016,True,R,000000017820.00
O68 00107 0010,58 E FRANKLIN ST,Yes,False,2014,False,C,000000060230.00
E21 19003 0153,BOXWOOD DR,Yes,False,2013,False,R,000000000000.00
N64 00809 0152,2605 SAN RAE DR,No,False,2016,True,R,000000070040.00
B02 00124 0046,244 BROWN SCHOOL RD,No,False,2016,True,R,000000043480.00
P70 02204 0017,ELYSIAN WAY,Yes,False,2007,False,R,000000000000.00
C06 00512 0092,N DIAMOND MILL RD,Yes,False,2006,False,R,000000000000.00
K47 21202 0008,2139 OWENDALE DR,Yes,False,2014,False,R,000000058430.00
H33302201 0058,4023 SALEM AVE,Yes,False,2014,False,C,000000024610.00
B02 00113 0019,500 BAYONNE DR,No,False,2016,True,R,000000059940.00
M58 00108 0022,122 PARKGROVE DR,No,False,2016,True,R,000000046230.00
G29 01602 0088,DAVENPORT AVE,Yes,False,1996,False,R,000000000000.00
B02 00122 0051,150 DONORA DR,Yes,False,2014,False,R,000000035180.00
J44 20904 0023,2848 CADILLAC ST,No,False,2016,True,R,000000070200.00
H33300813 0057,263 NORFOLK AVE,Yes,False,1996,False,E,000000000000.00
G27 01811 0049,ST RT 4,Yes,False,2005,False,R,000000000000.00
H33301317 0029,4132 NEVADA AVE,Yes,False,2012,True,R,000000039960.00
G29 18205 0005,7118 BRONSON ST,Yes,False,2014,False,R,000000000000.00
E21 17205A0089,2231 KEENAN AVE,Yes,False,2014,False,R,000000000000.00
M58 00117 0008,WESTROCK FARM DR,Yes,False,2007,False,R,000000000000.00
E21 19003 0418,EDGEWATER DR,Yes,False,2011,False,R,000000000000.00
N64 00903 0024,CRESCENT BLVD,No,False,2016,True,R,000000000000.00
E20 17312 0048,320 PARK END DR,Yes,False,2014,False,R,000000036290.00
A01 20337 0005,ROCKWELL DR,Yes,False,2002,False,E,000000000000.00
A01 20125 0002,2430 ARBOR GLEN CT,No,False,2016,True,R,000000301080.00
I39 01116 0020,5081 MUNDY CT,No,False,2016,True,R,000000065040.00
K50 02508 0007,9616 S UNION RD,Yes,False,1996,False,R,000000000000.00
N64 01905 0054,WINDEMERE DR,Yes,False,1996,False,R,000000000000.00
G27 01705 0048,2155 LIBERTY ELLERTON RD,Yes,False,2011,False,R,000000064590.00
G27 01611 0137,DONLAW AVE,No,False,2016,True,R,000000000000.00
C06 00402 0018,LUTHERAN RD,No,False,2016,True,A,000000000000.00
G27 01604 0035,7040 W 3RD ST,No,False,2016,True,C,000000051960.00
H33 00416 0031,PROSPERITY DR,Yes,False,2008,False,I,000000000000.00
P70 01606 0003,6783 HUBBARD DR,Yes,False,2014,False,R,000000060080.00
H33301009 0067,3725 MARLIN AVE,Yes,False,2012,True,R,000000021760.00
H33 01118 0034,4588 LOTUS DR,Yes,False,2009,False,R,000000020980.00
N64 03215 0016,2126 E RAHN RD,No,False,2016,True,R,000000115970.00
E21 17601A0019,WILDING AVE,Yes,False,2014,False,R,000000000000.00
J44120919 0024,3110 WHITE OAK CT,Yes,False,2014,False,R,000000000000.00
G29 01602 0091,DAVENPORT AVE,Yes,False,1999,False,R,000000000000.00
H33300820 0033,4966 GLENCROSS DR,No,False,2016,True,R,000000050820.00
M58 01626 0015,118 BURGUNDY DR,Yes,False,2014,False,R,000000000000.00
H33 00308 0006,420 W MAIN ST,Yes,False,2002,False,R,000000019140.00
Q71 01405 0026,72 FORRER BLVD,Yes,True,2013,True,R,000000104710.00
H33301022 0001,4232 MARLOWE ST,No,False,2016,True,R,000000025690.00
G29 18222 0032,146 INFIRMARY RD,Yes,False,2006,False,R,000000002410.00
E20 17001 0008,4011 N MAIN ST,Yes,True,2014,False,C,000000030030.00
H33 00110 0027,126 SPARKS ST,Yes,False,2009,False,R,000000036040.00
J44 20902 0066,DRYDEN RD,Yes,False,2006,False,R,000000000000.00
I39 00121 0030,4534 FAIR PARK AVE,Yes,False,2006,False,R,000000044370.00
E21 17601A0079,2169 BLAKE AVE,Yes,False,2014,False,R,000000018560.00
D14 00903 0008,11071 FRIEND RD,Yes,False,2014,False,A,000000110100.00
P70 03901 0018,9085 ADAMS RD,No,False,2016,True,A,000000047320.00
B02 00210 0005,551 VISTA AVE,No,False,2016,True,R,000000054150.00
N64 00903 0004,1556 GLENBECK AVE,No,False,2016,True,C,000000094760.00
